Url translation;fra;bbj
;Madame Chantal BIYA est née le 04 décembre 1970 à Dimako dans la Province de l’Est Cameroun.;Pú lə̂ dzə́ Má Chantal Biya tyə́ʼ 4 nə́ Fʉ̂ʼbvʉ guʼ 1970 Dimakó ntʉ́m ntəŋláʼ Ntə̂mnam Kaməlûm
;Mariée au Président de la République et mère de plusieurs enfants.;Â bə é lɔ́mdyə́ bí Dôguŋ nə́ŋ bə́ mâ vəŋ pǒ
;La Première Dame du Cameroun a plusieurs activités.;Dəŋdzə mjwǐ Kaməlûm bə mfaʼ myə́ yɔ́m 
;Un Centre Médical à Meyomessala dans le Sud du Cameroun d’une capacité de 25 lits.;Taʼ dɔ́kta Saŋməlima ntə́ təŋláʼ Sîsǐ bə́ a lə̂ mkǒgho 25
;Chaque année en moyenne 2500 consultations 25000 doses de vaccins sont administrées.;Â bə́ bǎyá guʼ lə́ tíŋtə gwɛ́ a 2500 bíŋ ŋkóʼpú gwɛ́ a pɔ 25000 
;Il dispose d’une Unité deformation et de recherche universitaire.;É ghə səkú cyəgwɛ nəjíʼtə́ bíŋ ntə́ŋtə́ mzhyə̂ 
;Il est également un centre pilote d’oncologie pédiatrique pour le traitement des cancers de l’enfant.;É piŋ gə́ dɔ́kta pilɔ̂t nədíŋtə́ pó bá gho kwyə̌kwyə̌ nə́ pú
;A ce jour plus de 200 enfants y sont traités avec succès avec un taux de rémission supérieur à 90%.;Á bə́ tyə́ʼ ɔ bə pú daʼ bá pó 200 tə wáp yɛ̂ tə dəŋ mcicyə pí nə́ 90% 
;Un Children First Center à Yaoundé qui est un orphelinat de 30 lits pour enfants et 10 lits pour adultes.;Taʼ Tsʉʼgwyə̂ Nədépó Yawude yə â bə́ tsʉʼ pǒmcyə́ bə á ghə mkǒgho 30 myə́ pó gə́ mkógho 10 myə́ pɔ gwyə́gwyə́
;Madame Chantal BIYA joue un rôle de premier plan dansla mobilisation nationale et internationale dans la lutte contre l’infection à VIH/SIDA.;Máʼ Chantal Biyâ ntíŋnyə́ tə dzə nə́ mfaʼ nə shwájyə nə́ Símnə́ ntʉ́m guŋ ba m ntʉ́ mguŋmgùŋ
;A ce jour dix (10) écoles ont été construites et rétrocédées àl’Etat du Cameroun.;Ǎ tyə́ʼ ɔ bə é dáʼ ŋkwə́ tsʉʼ səkú 10 bíŋ há bí gɔ̂pnaʼ
;Dons de fournitures scolaires et de matériels informatiques.;Dási pǒtsə́ səkú púa pǒtsə́ ɛ́ŋfɔmatîk
;Appui à la formation et au recyclage des enseignants.;Nə́ tûpǔ nə́ nə́ zhíʼtə pɔmnəŋ faʼ mcwyatə ba nə́ pə̂ dzə́tə́ zhyə̂ yap 
;Ces unités scolaires vont bientôt devenir des centres d’information et de sensibilisation dans la lutte contre le Sida.;Tûpǔ nə́ mfaʼ nəjíʼtə́ ba mfaʼ nədzə́tə́ mghɛ̀làʼtə̀
;Elle envisage de faire construire plusieurs autres écoles et de les rétrocéder à l’Etat.;Ê bap nə́ kwə̂ mtsʉʼ səkú vəŋ é há bí gɔ̂pnaʼ
;Ambassadeur de Bonne Volonté de l’UNESCO à l’éducation et à l’inclusion sociale.;Mə́fo Mâkwítə UNESKO nə̂ shwyatə nə́ nîŋ moják mkɔ̀m
;Ambassadeur Spécial de l’ONUSIDA.;Mə́fo Mâkwítə tə muʼ bə́ ONUSIDA
;Commandeur de l’Ordre National de la Valeur.;Mə́cwɔ̂ʼ Ŋkámjwî Gùŋ 
;Médaille d’Argent Marie CURIE décernée par l’UNESCO le 23 février 2006 en hommage à son engagement et son dévouement dans la lutte contre le VIH/SIDA.;Khǝdó' paktʉɔ́ Mali Kʉli n UNESCO né há tyǝ́' 23 nǝ́ Fǝ̂nam gu' 2006 nǝ́ nǝgámtǝ́ é nǝ́ mfa' pǝpûŋ myǝ́ nǝ́ lô' Símnǝ́
;Dame de cœur lauréate de la XVème édition du Prix « The Best in the World »en janvier 2002 à Paris en reconnaissance de son action humanitaire.;Mâ cɔ́mtso mə̂gə̌sam nə̂ mcɔ́ʼfaʼ batə XV Tje Best in the World nə́ Ŋkə̂mghě 2002 Palî nə́ mfaʼ cɔ́mtso myə́
;M Ferdinand NGOH NGOH Ministre d’Etat Secrétaire Général de la Présidence de la République.;Tá Ferdinand NGOH NGOH Ŋwâlâ guŋ Kəlák Dwɔʼcam wə́ Dôgùŋ
;M Samuel MVONDO AYOLO Directeur du Cabinet Civil de la Présidence de la République avec rang et prérogatives de Ministre.;Tá Samuel MVONDO AYOLO Tâdyə̂ Dyə̂faʼ Dôguŋ bə é ghə ŋkədóʼ ba pefaʼ Ŋwâlǎʼ
;LA GRANDE CHANCELLERIE DES ORDRES NATIONAUX.;Mə́cwɔ̂ʼ gəmŋkədóʼ Gùŋ
;M Philemon YANG Grand Chancelier des Ordres Nationaux.;Tá Philemon YANG Mə́cwɔ̂ʼ gəmkədóʼ Gùŋ
;LE MINISTÈRE DE LA DÉFENSE PLACE SOUS L’AUTORITE D’UN MINISTRE DELEGUE.;Wə́ Ŋwâlâʼ Byâpguŋ yə é faʼ bí Ŋwâlâʼ mfaʼ wə́ dôgùŋ
;M Joseph BETI ASSOMO Ministre Délégué à la Présidence chargé de la Défense.;Joseph BETI ASSOMO Ŋwâlâʼ Pyápgùŋ wə́ dôgùŋ 
;LES SERVICES DU CONTROLE SUPERIEUR DE L’ETAT PLACES SOUS L’AUTORITE D’UN MINISTRE DELEGUE.;MDYƏ́ MFAꞋ MƏ́CWƆ̂Ꞌ DÊ GUŊ TÂDYƏ̂ E PƏ́ TAꞋ ŊWÂLǍꞋ MFAꞋ WƏ́ DÔGÙŊ 
;MBAH ACHA née FOMUNDAM Rose NGWARI Ministre Délégué à la Présidence chargé du Contrôle Supérieur de l’Etat.;MBAH ACHA tsǒ tsə̂ FOMUNDAM Rose NGWARI Ŋwâlǎʼ Nəmo Dôguŋ Tâdyə̂ Mə́cɔ̂ʼ Cam Gùŋ 
;LES SERVICES CHARGES DES RELATIONS AVEC LES ASSEMBLÉES PLACES SOUS L’AUTORITE D’UN MINISTRE DÉLÉGUÉ.;MDYƏ́MFAꞋ MYƏ Á LÉ PƏ PƏŊTHƏ́ LÂꞋLǍꞋ Á TÂDYƏ̂ E PƏ́ TAꞋ ŊWÂLÂꞋ MFAꞋ WƏ́ DÔGÙŊ
;M WAKATA Bolvine Ministre Délégué à la Présidence chargé des Relations avec les Assemblées.;Má WAKATA Bolvine Ŋwâlǎʼ mfaʼ wə́ Dôguŋ nə́ mnwə myə  á lé pəpəŋthə́ lâʼlǎʼ áá
;LE MINISTÈRE DES MARCHES PUBLICS PLACE SOUS L’AUTORITE D’UN MINISTRE DELEGUE.;ŊWÂLǍꞋ HÂMFAꞋGUŊ TÂDYƏ̂ E PƏ́ TAꞋ ŊWÂLÂꞋ MFAꞋ WƏ́ DÔGÙŊ
;M TALBA MALLA Ibrahim Ministre Délégué à la Présidence chargé des Marchés Publics.;Tá TALBA MALLA Ibrahim Ŋwâlâʼ mfaʼ wə́ Dôguŋ bə́ Hâ mfáʼ Gùŋ 
;LES MINISTRES CHARGES DE MISSION A LA PRÉSIDENCE DE LA RÉPUBLIQUE.;ŊWÂLÂꞋ NTƏ̂MGUŊ WƏ́ DÒGÙŊ
;LA DELEGATION GENERALE A LA SURETE NATIONALE.;Dəŋdzə Dyə̂ mfaʼ nəbɔ́mtə́ Hwítə̀ Gùŋ
;M Martin MBARGA NGUELE Délégué Général à la Sûreté Nationale.;Tá Martin MBARGA NGUELE Tâdyə̂ mfaʼ nəbɔ́mtə́ Hwítə̀ Gùŋ
;LA DIRECTION GENERALE A LA RECHERCHE EXTERIEURE.;DYƏ̂ Guŋ NƏNTƏ́ŊTƏ́ ZHYƏ̂ TƏ́M
;M Léopold Maxime EKO EKO Directeur Général de la Recherche Extérieure.;Tá Léopold Maxime EKO EKO Dəŋdzə Tâdyə̂ dyə̂ nəntə́ŋtə́ mzhyə̂ tə́m 
;LES CONSEILLERS SPÉCIAUX A LA PRÉSIDENCE DE LA RÉPUBLIQUE.;MMƏ́CWƆ̂Ꞌ MGHƐVƏ HÂNTƆ́K WƏ́ DÔGÙŊ 
;LES AMBASSADEURS ITINÉRANTS A LA PRÉSIDENCE DE LA RÉPUBLIQUE.;PƏ AMBASADƐ́ ITINELÂŊ NƏMO GÙŊ
;L’INTENDANCE DU PALAIS DE L’UNITE DES RÉSIDENCES ET PAVILLONS PRÉSIDENTIELS.;DÊ NƏMO NTAMTƏ PÚA TSɄꞋCWƏ̂ PƆMNƏŊ NTɄ́M GHƏ́ŊLÁꞋ FOGUŊ
;M Christophe FOE NDI Intendant Principal.;Tá Christophe FOE NDI Tâdyə̌ bə́ á sí
;L’ETAT -MAJOR PARTICULIER DU PRESIDENT DE LA REPUBLIQUE.;ETÁ-MAZHƆ HWÍTƏ NTɄ́M NƏMO DÔGÙŊ
;Général de Brigade Aérienne Emmanuel AMOUGOU Chef d’Etat Major Particulier du Président de la République.;Mə́cwɔ̂ʼ sâʼ Mpɛcoʼ mfaʼ ntʉ́m fɔ́k Emmanuel AMOUGOU Tâdyə̂ Etá Mazhɔ̂ Dôguŋ Dǒ é
;LA DIRECTION DE LA SECURITE PRESIDENTIELLE.;ZHƏŊ MFAꞋ NƏBƆ́MTƏ́ HWÍTƏ PFƏ́LÁꞋ DÔGÙŊ
;Général de Division IVO DESANCIO YENWO Directeur de la Sécurité Présidentielle.;Mə́cwɔ̂ʼ Sâʼ Msə̌ŋwi IVO DESANCIO YENWO Tâdyə̌ bɔ́mtə Hwítə Dôgùŋ
;Colonel Raymond Jean Charles BEKO'O ABONDO Commandant de la Garde Présidentielle.;Kolonɛ́l Raymond Jean Charles BEKO'O ABONDO Tâdyə̌ Msə̌ŋwi Dôgùŋ
;LE CONSEIL NATIONAL DE SECURITE.;CÚꞋTƏ GUŊ NƏ́ NWƏ HWÍTƏ̀
;M Paul ATANGA NJI Secrétaire Permanent du Conseil National de Sécurité.;Tá Paul ATANGA NJI Tâdyə̂ Cúʼtə Guŋ nə́ Nwə Hwítə̀
;LA COMMISSION NATIONALE ANTI -CORRUPTION.;CAM GUŊ NƏ DÓꞋ BɄƏ̌ NÙꞋSHWƏ̀
;Dieudonné MASSI GAMS Président de la CONAC.;Dieudonné MASSI GAMS Tâdyə̂ CGDN
;LA COMMISSION NATIONALE DES FRONTIERES.;CAM GUŊ DÊ MKƏ̌ŊSɄ́M
;Jean Pierre FOGUI Secrétaire Permanent.;Jean Pierre FOGUI Kəláʼ Bə́ á sí
;LE COMITE DE SUIVI DES GRANDS PROJETS.;CAM NƏ DÉ MFAꞋ GUŊ MYƏ GWYƏ́
;Sont rattachés au Secrétariat Général de la Présidence de la République.;Pɔ pyə wâp faʼ púa Kəlák Dwɔʼcam Guŋ â bə́
;la Grande Chancellerie des Ordres Nationaux.;Mə́cwɔ̂ʼ gə mŋkədóʼ Gùŋ
;les Services du Contrôle Supérieur de l’Etat.;Mfaʼ Mə́cwɔ̂ʼ Dê Guŋ 
;le Ministère des Marchés Publics.;Dyə̂ Ŋwâlâʼ Hâ mfaʼ gùŋ 
;la Délégation Générale à la Sûreté Nationale en ce qui concerne son administration.;Dyə̂ Guŋ mfaʼ nəbɔ́mtə́ Hwítə̀ Gùŋ nə́ mfaʼ gɔ̂pnaʼ myə á lé é áá
;la Direction Générale à la Recherche Extérieure en ce qui concerne son administration.;Dyə̂ Guŋ nəntə́ŋtə́ mnwə tə́m nə̂ mfaʼ gɔ̂pnaʼ myə á lé é áá
;le Programme de Formation Bilingue.;Zhəŋmfaʼ nəjíʼtə́ mghɔmguŋ mə́bʉə́ə́
;le Conseil National de Sécurité.;Cúʼtə Guŋ nə́ nwə Hwítə̀
;la Commission Nationale Anti -Corruption.;Cam Guŋ pəlóʼnwə nə́ nə́ Nùʼshwə̀
;la Commission Nationale des Frontières.;Cam Guŋ dé mkə̌ŋsʉ́m
;le Comité de Suivi des Grands Projets.;Cam nə Dé Mfaʼguŋ myə Gwyə́
;le Ministère de la Défense placé sous l’autorité d’un Ministre Délégué.;Dyə̂mfaʼ ŋwâlâʼ Byâpguŋ wə́ ŋwâlâʼ mfaʼ Nə̀mò
;les Services chargés des Relations avec les Assemblées placés sous l’autorité d’un Ministre Délégué.;Mtsʉʼ mfaʼ myə á lé pəpəŋthə́ lâʼlǎʼ á Tâdyə̂ e pə́ taʼ Ŋwâlâʼ mfaʼ wə́ Dôgùŋ 
;les Ministres Chargés de Mission.;Mŋwâlâʼ Ntə̂mgùŋ
;les Ministres sans portefeuille le cas échéant.;Mŋwâlâʼ tə Dyə̂fàʼ
;les Ambassadeurs Itinérants.;pə ambasadɛ́ itinelâŋ
;l’Intendance du Palais de l’Unité des Résidences et Pavillons Présidentiels.;Dê Nəmo Ntamtə púa mtsʉʼcwə̂ pɔmnəŋ ntʉ́m Nəmo Gùŋ  
;l’Etat -Major Particulier du Président de la République.;Etá-Mazhɔ̂ Dôguŋ dǒ é
;la Direction de la Sécurité Présidentielle.;Zhəŋ nwə Hwítə ntʉ́m Tsaəgùŋ
;VU le décret n°2011/408 du 09 décembre 2011 portant organisation du Gouvernement.;Mlaʼ mcoʼ batə 2011/408 tyə̂ 9 nə́ Fʉ̂ʼbvʉ 2011 nə́ nə nyáptə́ mmcwə́ Gùŋ
;ARTICLE 1er -La Présidence de la République comprend.;Poʼtə 1- mtsʉʼfaʼ Nəmo Gûŋ bə á ghə
;les Services du Contrôle Supérieur de l’Etat placés sous l’autorité d’un Ministre Délégué.;Mə́cwɔ̂ʼ Dê Guŋ tâdyə̂ e pə́ taʼ Ŋwâlâʼ mfaʼ wə́ Dôgùŋ 
;le Ministère des Marchés Publics placé sous l’autorité d’un Ministre Délégué.;Ŋwâlâʼ Hâfaʼguŋ Tâdyə̂ e pə́ taʼ Ŋwâlâʼ mfaʼ wə́ Dôgùŋ 
;la Délégation Générale à la Sûreté Nationale.;Dyə̂mfaʼ Guŋ nəbɔ́mtə́ Hwítə̀ Gùŋ
;la Direction Générale de la Recherche Extérieure.;Dyǝ̂mfa' Guŋ nə́ Mtǝ́ŋtǝ́ ntʉ́m Guŋtǝ́m
;la Commission Nationale Anti Corruption.;Cam Guŋ pəlóʼnwə nə́ nə́ Nùʼshwə̀
;CHAPITRE DU SECRETARIAT GENERAL.;KAM KƏKÁK DWƆ'CAM DÔGÙŊ
;Le Secrétariat Général est dirigé par un Secrétaire Général assisté de deux (02) Secrétaires Généraux Adjoints.;Kǝlák Dwɔ'cam Dôgûŋ fa' púa Kwípû Kǝlák Dwɔ'cam pǝ́pʉǝ́ǝ́
;Il est chargé des relations entre la Présidence de la République et le Gouvernement.;Ê dyəʼ mnwə myə á cəcə̌ Nəmo Guŋ pú Gɔ̂pnaʼ áá 
;Le Secrétaire Général assiste le Président de la République dans l’accomplissement de sa mission.;Kəlák Dwɔʼcâm ŋkwítə́ Dôguŋ nə́ mfaʼ myə́
;il reçoit du Président de la République toutes directives relatives à la définition de la politique de la Nation.;Ê dyəʼ guŋ mnwə myə Dôgǔŋ sɛ́ gaə́ é gɔ tyəʼ tə́ nəsáʼ guŋ é lə 
;il suit l’exécution des décisions prises par le Président de la République.;Ê dé gaǝ́ ghǝ́ ywǝ́ yǝ Dôgǔŋ ghɔm áá
;il coordonne l’action des Administrations rattachées à la Présidence de la République ainsi que précisées aux articles 5 et 37 du présent décret.;Ê bə́ thə́dzə nə́ mfaʼ gɔ̂pnaʼ myə á lé Nəmo Dôguŋ á páʼ poʼtə batə 5 pú 37 nə́ mcoʼ mɔ gɔm áá
;il instruit les dossiers que lui confie le Président de la République et suit l’exécution des instructions données.;Ê dyǝ' mnwǝ myǝ Dôgǔŋ ghɔm bí í á nǝ́ŋ dé gaǝ́ á cyǝ́tǝ́ pǝpúŋ
; Le Secrétariat Général de la Présidence de la République comprend.;Dyə̂ Kəlák Dwɔʼcam Dôgûŋ ghə
;des Conseillers Techniques.;Mghɛvə Hântɔ̌k
;les Secrétariats Particuliers du Secrétaire Général et des Secrétaires Généraux Adjoints.;Kəlák Kwɔʼcam Kəlák e dǒé gə́ mkwípû kəlák dwɔʼcàm 
;des Administrations rattachées.;Mtsʉ'fa' gɔ̂pna' myǝ â da nǝ́
;SECTION DES CONSEILLERS TECHNIQUES DES CHARGES DE MISSIONS ET DES ATTACHES.;ZHƏŊ MGHƐVƏ HÂNTƆ̌K, PƏ NTƏ̂MGUŊ DƏ́ PƏATASHÊ
;Les Conseillers Techniques les Chargés de Mission et les Attachés effectuent tous les travaux qui leur sont confiés par.;Mghɛvə Hântɔ̌k Pə Ntə̂mguŋ púa pə atashə̂ faʼ mfaʼ myə pû há bi̧ pú áá páʼ:
;le Président de la République.;Dôgùŋ/Fògùŋ
;les Secrétaires Généraux Adjoints.;mkwípû Kəlák Dwɔʼcàm
;Ils peuvent bénéficier d’une délégation de signature.;wáp ghə nə́ tíŋnyə nə́ bəyá faʼ yə pú ghó wáp
;SECTION DES SECRETARIATS PARTICULIERS DU SECRETAIRE GENERAL ET DES SECRETAIRES GENERAUX ADJOINTS.;ZHƏŊ KƏLÁK A DǑ M, MZHƏŊ DƏŊDZƏ KƏLÁK DWƆꞋCAM GƏ́ MKWÍPÛ KƏLÁK DWƆꞋCÀM
;Les services internes du Secrétariat Général comprennent.;Mfaʼ ntʉ́m dyə̂ Kəlák Dwɔʼcâm bə́
;le Service des Déplacements.;Nwə nədyə́ nə́ghɔ tsʉʼ bî mghɛ̀fàʼ
;l’Imprimerie du Palais de l‘Unité.;Dyə̂ Mákmcuŋ nə́ cúŋtə Nəmo Dôgùŋ
;la Direction de l’Informatique.;Dyə̂ ɛ́ŋfɔmatîk
;la Direction du Courrier Présidentiel.;Dyə̂ mkʉɔ Dôgùŋ
;la Direction du Journal Officiel.;Dyə̂ cyanyə mcuŋ gùŋ 
;la Direction des Affaires Générales.;Dyə̂ Kwɔtə́ Mnwə̀
;le Secrétariat des Conseils Ministériels.;Dyə̂ kəlák cúʼtə mŋwǎláʼ
;l’Observatoire des Ressources Humaines.;Dyə̂ nedyə́ Nwəláʼ
;la Division Linguistique et du Bilinguisme.;Dyə̂ Zhyə̂mghɔm ba yə gɔm ghɔm mə́bʉə́ə́
;Les responsables des services internes peuvent bénéficier d’une délégation de signature.;Pɔ pyə wâp ntíŋnyə́ nə́ mfaʼ ntʉ́m dyə́ á ghə nə́ tíŋnyə nə́ bəyá faʼ yə pú ghó wáp
;PARAGRAPHE DU SERVICE DES DEPLACEMENTS.;KAM MNWƏ  NƏ́ GHƆ TSɄꞋ BÎ MGHƐ̀FÀꞋ
;Placé sous l’autorité d’un Chef de service le Service des Déplacements est chargé des formalités des déplacements dûment autorisés.;Mnwə cwɛ́ʼkwə mghɛfaʼ yə taʼ Tâdyə̌ nê dé â dyəʼ mnwə cwəyə mǒ wə́ gɔ́ mtsʉʼ bə pú píŋ áá
https://www.facebook.com/CameroonWeb/.;Le Premier ministre vient de se rendre dans le NOSO;Dəŋdzə ŋwâlǎʼ wə́ tə́ fə́ m NOZO
END;END;
https://twitter.com/CamerounWeb.;We’ve detected that JavaScript is disabled in this browser;Á bə pyə̌ yɔ́ gaə́ Javascript vʉŋoʼ ntʉ́m mə́lɔ̌mgəgʉɔ́ yə̌ŋ
https://twitter.com/CamerounWeb.;Please enable JavaScript or switch to a supported browser to continue using twittercom;Sə́sô téŋoʼ nə́ Javascript kə fɛ́ m nə́ mə́lɔ̌mgəgʉɔ́ yə á kuʼ á tə́ gwím twítercom nə́ gɔ́dzə̀
https://twitter.com/CamerounWeb.;You can see a list of supported browsers in our Help Center;Pə́ o yɔ́ mə́lɔ̌mgəgʉɔ́ myə á kuʼnyə á nə́ Tsʉʼ Kwítə̀
https://www.camerounweb.com/wall/private/register.php.;Please read the Terms and conditions below before you register;Sə́sô ké bʉɔ̌ghiŋ mɔ sîsǐ tə́ bvə́ tsó
https://www.camerounweb.com/wall/private/register.php.;Password will be sent to your email address after you accept these terms;Pú gɔ cya nəhé ntʉ́m ímê o jʉm páʼ ó gɔ píŋ bʉɔ̌ghiŋ mɔ áá
https://www.camerounweb.com/wall/private/register.php.;"transl8(""Click here""); ?>if you already have an account";"(""Nwɔʼ tsɔʼɔ""); ?> bə́yə ó tsə̂m ghə cwɛ áá"
https://www.camerounweb.com/wall/private/login.php.;Click here if you have forgotten your password;Nwɔʼ tsɔʼ bə́yə ó tʉɔnyə páswɔ̂ ó lə
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;France: Cyrille Kemmegne glorifie la BAS;Fəlaŋsí: Cyrille Kemmegne wə́ gámtə́ BAS
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;Une femme accuse le journaliste Eric Christian Nya de coucher avec son mari (vidéo);Taʼ mə̂jwǐ wə́ dáʼ mə́kwɛ́ Eric Christian Nya gaə́ ě nuŋ dhə̂ e (ciŋyə shyəcyə)
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;Voici la véritable cause du décès de Christian Penda Ekoka;Yɔ nwə nyə́nyɔ́ nə̂ mkwɔ̌pvʉ́ Christian Penda Ekoka yə̌ŋ
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;voici la vidéo sex3uelle de Shakiro qui a mis les jeunes en colère;Yɔ ciŋnyə shyəcyə nə́ tsə́nɔm Shakiro yə a kə yɛ̌lúŋ ŋkɛ̂mo á yə̌ŋ 
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;"La dépouille de Christian Penda Ekoka est méconnaissable'|'|'|'|
'69265";Mo ka píŋ jiŋ pfə́ Christian Penda Ekoka
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;NOSO: la tension monte au sein de l'armée le Gal Nka Valere convoqué à Yaoundé;NOSO: Ǎ wə́ sə́ cəcə̌ msə̌ŋwì pú ké Mə́cwɔ̂ʼ Tâdyə̂ msə̌ŋwi Nka Valere m Yàwùdè
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;Départ d'Paul Biya évoque sa retraite politique;Nə́ghɔ Paul Biya gɔ há bí nə́ hwítə nwə khəkhə
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;Dieudonné Essomba: les 6 minutes de parole qui ont conduit Vision4 à le virer (vidéo);Dieudonné Essomba: jɛ̂ghɔm nə́ mə́nêk ntɔkɔ́ yə a gə Vizyɔ́ŋ4 zhə̂ŋ é fàʼ (ciŋnyə shyəcyə) 
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;l'armée neutralise le 'General NO PITY' et plusieurs de ses combattants;Msə̌ŋwǐ zhwə́ 'General NO PITY' púa shə́ pə́khʉ̌ pəlóʼshu pyə́
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;Vision4: la belle Marcelline Mintamack virée par Amougou Bélinga après son mariage;Vizyɔ́ŋ4: Amougou Bélinga nɔ́ twatwa Marcelline Mintamack faʼ jʉm páʼ e dɔ́mdyə́ lə 
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;Paul Biya retire son cachet sec à Ferdinand Ngoh Ngoh;Paul Biya kwí sətâm e bí Ferdinand Ngoh Ngoh
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;NOSO: plusieurs militaires camerounais font défection;NOZO: Boʼyɔ̂m msə̌ŋwi Kaməlúm wə́ bɔ́k
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;Brenda Biya échappe de justesse un kidnapping en Europe;Brenda Biya vɔk nə́ saʼ é á mûywə́ Erɔpe 
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;Conflits fratricides à Mvomeka: Paul Biya 'convoqué' à la Sous -préfecture de Kribi 1;Bɔnyə thə́kǒgɔ́p Mvɔmekà: Paul Biya ké Tâdyə̂ Pfə́láʼ Kribi 1
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;les éléments du ‘General NO PITY’ publient la vidéo de l’attaque d'Elak Oku;Pə̂ŋkʉ̌ 'General NP PITY' ghap ciŋnyə shyəcyə nə́ shu Elak Okù
https://www.camerounweb.com/CameroonHomePage/NewsArchive/.;les ministres (encore) interdits de sortie du pays la tension monte;Ŋwâlǎʼ pyə bú biŋ shóʼ wáp nə́ ghɔ tə́m ǎ wə́ jɛ́
